ID,name,age,gender,state,season,place,days_survived,votes_against,place_percent,time_playing,total_times_played,players_in_season,season_number,is_censored,ChW,ChA,ChW%,VFB,VAP,TotV,TCA,TC%,wTCR,JVF,TotJ,JV%,SurvSc,SurvAv,Alliance_Score,prev_ids,new_id,seasons_played,FTC
1920,Marisa Calihan,26.0,Female,OH,Samoa,20.0,3.0,7.0,0.05000000000000005,1.0,1,20.0,19.0,0,0.25,0.35,0.71,0.0,7.0,10.0,1.0,-0.7,0.0,,,,0.01,0.25,-1.0,,,,0
2001,Sandra Diaz-Twine,35.0,Female,NC,Heroes vs. Villains,1.0,39.0,3.0,1.0,2.0,3,20.0,20.0,1,0.69,11.56,0.06,9.0,1.0,89.0,12.0,0.75,4.2,6.0,9.0,0.67,1.48,8.89,0.5520833333333333,,,,1
2002,Parvati Shallow,26.0,Female,CA,Heroes vs. Villains,2.0,39.0,8.0,0.95,3.0,3,20.0,20.0,1,3.71,11.56,0.32,10.0,4.0,89.0,12.0,0.83,2.92,3.0,9.0,0.33,1.48,8.63,0.6222222222222222,,,,1
2003,Russell Hantz,36.0,Male,TX,Heroes vs. Villains,3.0,39.0,5.0,0.9,2.0,3,20.0,20.0,1,2.68,11.56,0.23,11.0,5.0,89.0,12.0,0.91,2.85,0.0,9.0,0.0,1.14,5.53,0.5437500000000001,,,,1
2004,Jerri Manthey,38.0,Female,CA,Heroes vs. Villains,4.0,38.0,9.0,0.85,3.0,3,20.0,20.0,0,3.0,11.56,0.26,9.0,4.0,89.0,12.0,0.75,2.63,,,,1.01,5.63,0.5652777777777778,,,,0
2005,Colby Donaldson,35.0,Male,CA,Heroes vs. Villains,5.0,37.0,7.0,0.8,3.0,3,20.0,20.0,0,1.56,10.56,0.15,5.0,7.0,85.0,11.0,0.45,1.16,,,,0.59,2.72,0.4829365079365081,,,,0
2006,Rupert Boneham,45.0,Male,IN,Heroes vs. Villains,6.0,36.0,10.0,0.75,3.0,4,20.0,20.0,0,1.23,9.56,0.13,6.0,10.0,80.0,10.0,0.59,1.2,,,,0.72,2.43,0.5925925925925927,,,,0
2007,Danielle DiLorenzo,28.0,Female,CA,Heroes vs. Villains,7.0,33.0,4.0,0.7,2.0,2,20.0,20.0,0,2.19,7.56,0.29,7.0,4.0,74.0,9.0,0.77,2.72,,,,1.06,4.92,0.5898148148148147,,,,0
2008,Candice Woodcock,26.0,Female,DC,Heroes vs. Villains,8.0,31.0,5.0,0.65,2.0,2,20.0,20.0,0,2.23,7.56,0.29,5.0,5.0,67.0,8.0,0.62,1.94,,,,0.91,4.17,0.6442460317460318,,,,0
2009,Amanda Kimmel,25.0,Female,CA,Heroes vs. Villains,9.0,30.0,10.0,0.6,3.0,3,20.0,20.0,0,1.56,5.56,0.28,4.0,10.0,59.0,7.0,0.55,1.14,,,,0.83,2.7,0.7186507936507937,,,,0
2010,J.T. Thomas,25.0,Male,AL,Heroes vs. Villains,10.0,27.0,5.0,0.55,2.0,3,20.0,20.0,0,1.23,4.23,0.29,5.0,5.0,50.0,6.0,0.82,2.59,,,,1.11,3.82,0.7111111111111111,,,,0
2011,Courtney Yates,28.0,Female,NY,Heroes vs. Villains,11.0,24.0,9.0,0.5,2.0,2,20.0,20.0,0,0.57,3.23,0.18,2.0,9.0,40.0,5.0,0.36,0.86,,,,0.53,1.43,0.45,,,,0
2012,Coach Wade,38.0,Male,CA,Heroes vs. Villains,12.0,21.0,4.0,0.45,2.0,3,20.0,20.0,0,0.8,2.83,0.28,1.0,4.0,34.0,4.0,0.22,0.88,,,,0.5,1.68,0.4583333333333333,,,,0
2013,Rob Mariano,33.0,Male,FL,Heroes vs. Villains,13.0,18.0,5.0,0.4,3.0,4,20.0,20.0,0,2.8,3.43,0.82,1.0,5.0,27.0,3.0,0.27,1.04,,,,1.09,3.84,-1.0,,,,0
2014,James Clement,32.0,Male,LA,Heroes vs. Villains,14.0,15.0,7.0,0.35,3.0,3,20.0,20.0,0,0.23,2.03,0.11,3.0,7.0,40.0,5.0,0.57,1.53,,,,0.68,1.75,0.5750000000000001,,,,0
2015,Tyson Apostol,30.0,Male,UT,Heroes vs. Villains,15.0,15.0,3.0,0.30000000000000004,2.0,3,20.0,20.0,0,0.66,2.03,0.33,1.0,3.0,19.0,2.0,0.42,2.0,,,,0.75,2.66,-1.0,,,,0
2016,Tom Westman,45.0,Male,NY,Heroes vs. Villains,16.0,14.0,8.0,0.25,2.0,2,20.0,20.0,0,0.23,1.03,0.22,2.0,5.0,34.0,4.0,0.46,1.56,,,,0.68,1.78,0.4166666666666667,,,,0
2017,Cirie Fields,39.0,Female,CT,Heroes vs. Villains,17.0,11.0,3.0,0.2,3.0,4,20.0,20.0,0,0.23,0.72,0.31,2.0,3.0,27.0,3.0,0.63,2.67,,,,0.94,2.89,-1.0,,,,0
2018,Randy Bailey,50.0,Male,TX,Heroes vs. Villains,18.0,8.0,9.0,0.15000000000000002,2.0,2,20.0,20.0,0,0.1,0.45,0.22,0.0,9.0,10.0,1.0,-0.9,0.0,,,,-0.68,0.1,-1.0,,,,0
2019,Stephenie LaGrossa,29.0,Female,PA,Heroes vs. Villains,19.0,6.0,6.0,0.09999999999999998,3.0,3,20.0,20.0,0,0.1,0.33,0.31,1.0,6.0,19.0,2.0,0.34,1.4,,,,0.65,1.5,-1.0,,,,0
2020,Sugar Kiper,30.0,Female,CA,Heroes vs. Villains,20.0,3.0,9.0,0.05000000000000005,2.0,2,20.0,20.0,0,0.1,0.2,0.5,0.0,9.0,10.0,1.0,-0.9,0.0,,,,-0.4,0.1,-1.0,,,,0
2101,Fabio Birza,21.0,Male,CA,Nicaragua,1.0,39.0,2.0,1.0,1.0,1,20.0,21.0,1,6.0,11.82,0.51,6.0,2.0,79.0,10.0,0.6,2.8,5.0,9.0,0.56,1.66,12.14,0.4829978354978354,,,,1
2102,Chase Rice,24.0,Male,NC,Nicaragua,2.0,39.0,1.0,0.95,1.0,1,20.0,21.0,1,3.24,11.82,0.27,10.0,1.0,79.0,10.0,1.0,5.6,4.0,9.0,0.44,1.72,11.51,0.7453174603174603,,,,1
2103,Sash Lenahan,30.0,Male,NY,Nicaragua,3.0,39.0,2.0,0.9,1.0,1,20.0,21.0,1,1.8,11.82,0.15,9.0,1.0,79.0,10.0,0.9,5.04,0.0,9.0,0.0,1.05,6.84,0.6967171717171716,,,,1
2104,Holly Hoffman,44.0,Female,SD,Nicaragua,4.0,38.0,4.0,0.85,1.0,1,20.0,21.0,0,1.82,11.82,0.15,10.0,4.0,96.0,12.0,0.83,2.92,,,,0.98,4.74,0.6449535032868366,,,,0
2105,Dan Lembo,63.0,Male,NY,Nicaragua,5.0,37.0,9.0,0.8,1.0,1,20.0,21.0,0,0.77,10.82,0.07,8.0,9.0,92.0,11.0,0.72,1.57,,,,0.79,2.34,0.5819023569023569,,,,0
2106,Jane Bright,56.0,Female,NC,Nicaragua,6.0,36.0,11.0,0.75,1.0,1,20.0,21.0,0,2.58,9.82,0.26,5.0,11.0,87.0,10.0,0.49,0.93,,,,0.75,3.51,0.430952380952381,,,,0
2107,Benry Henry,24.0,Male,CA,Nicaragua,7.0,32.0,5.0,0.7,1.0,1,20.0,21.0,0,1.24,7.82,0.16,5.0,5.0,65.0,7.0,0.7,2.22,,,,0.86,3.47,0.6571428571428571,,,,0
2108,Kelly Shinn,20.0,Female,AZ,Nicaragua,8.0,28.0,0.0,0.65,1.0,1,20.0,21.0,1,0.54,5.82,0.09,5.0,0.0,58.0,6.0,0.7,1.67,,,,0.79,2.2,0.5014880952380952,,,,0
2109,NaOnka Mixon,27.0,Female,CA,Nicaragua,9.0,28.0,3.0,0.6,1.0,1,20.0,21.0,1,1.24,5.82,0.21,6.0,3.0,58.0,6.0,0.83,1.5,,,,1.05,2.74,0.7925925925925925,,,,0
2110,Brenda Lowe,27.0,Female,FL,Nicaragua,10.0,27.0,13.0,0.55,1.0,2,20.0,21.0,0,1.6,5.57,0.29,5.0,13.0,58.0,6.0,0.8,1.37,,,,1.08,2.98,0.5374149659863945,,,,0
2111,Marty Piombo,48.0,Male,CA,Nicaragua,11.0,24.0,15.0,0.5,1.0,1,20.0,21.0,0,0.58,4.37,0.13,4.0,14.0,65.0,7.0,0.54,0.89,,,,0.67,1.47,0.47,,,,0
2112,Alina Wilson,23.0,Female,CA,Nicaragua,12.0,22.0,10.0,0.45,1.0,1,20.0,21.0,0,0.79,3.17,0.25,2.0,10.0,37.0,4.0,0.43,1.0,,,,0.68,1.79,0.5,,,,0
2113,Jill Behm,43.0,Female,PA,Nicaragua,13.0,18.0,3.0,0.4,1.0,1,20.0,21.0,0,1.38,2.17,0.63,3.0,3.0,42.0,5.0,0.59,2.4,,,,1.22,3.78,0.6,,,,0
2114,Yve Rojas,41.0,Female,MO,Nicaragua,14.0,15.0,7.0,0.35,1.0,1,20.0,21.0,0,0.24,1.84,0.13,4.0,7.0,42.0,5.0,0.77,2.04,,,,0.89,2.27,0.5,,,,0
2115,Kelly Bruno,26.0,Female,NC,Nicaragua,15.0,15.0,8.0,0.30000000000000004,1.0,1,20.0,21.0,0,0.48,1.84,0.26,1.0,3.0,18.0,2.0,0.42,2.0,,,,0.68,2.48,-1.0,,,,0
2116,Tyrone Davis,42.0,Male,CA,Nicaragua,16.0,14.0,6.0,0.25,1.0,1,20.0,21.0,0,0.24,0.7,0.34,3.0,6.0,35.0,4.0,0.71,2.1,,,,1.05,2.34,0.3333333333333333,,,,0
2117,Jimmy Tarantino,48.0,Male,MA,Nicaragua,17.0,11.0,5.0,0.2,1.0,1,20.0,21.0,0,0.11,0.45,0.25,2.0,5.0,27.0,3.0,0.6,2.07,,,,0.85,2.19,-1.0,,,,0
2118,Jimmy Johnson,67.0,Male,FL,Nicaragua,18.0,8.0,8.0,0.15000000000000002,1.0,1,20.0,21.0,0,0.11,0.32,0.34,1.0,8.0,19.0,2.0,0.29,1.17,,,,0.63,1.28,-1.0,,,,0
2119,Shannon Elkins,30.0,Male,LA,Nicaragua,19.0,6.0,7.0,0.09999999999999998,1.0,1,20.0,21.0,0,0.1,0.21,0.47,0.0,7.0,10.0,1.0,-0.7,0.0,,,,-0.23,0.1,-1.0,,,,0
2120,Wendy DeSmidt-Kohlhoff,48.0,Female,MT,Nicaragua,20.0,3.0,9.0,0.05000000000000005,1.0,1,20.0,21.0,0,0.0,0.1,0.0,0.0,9.0,10.0,1.0,-0.9,0.0,,,,-0.9,0.0,-1.0,,,,0
2201,Rob Mariano,34.0,Male,FL,Redemption Island,1.0,39.0,7.0,1.0,4.0,4,18.0,22.0,1,4.64,11.02,0.42,12.0,6.0,99.0,13.0,0.92,2.58,8.0,9.0,0.89,2.23,12.56,0.8802797202797203,,,,1
2202,Phillip Sheppard,52.0,Male,CA,Redemption Island,2.0,39.0,17.0,0.9444444444444444,1.0,2,18.0,22.0,1,0.64,11.02,0.06,12.0,17.0,99.0,13.0,0.91,1.23,1.0,9.0,0.11,1.08,2.54,0.9128671328671328,,,,1
2203,Natalie Tenerelli,19.0,Female,CA,Redemption Island,3.0,39.0,1.0,0.8888888888888888,1.0,1,18.0,22.0,1,1.64,11.02,0.15,12.0,1.0,99.0,13.0,0.92,5.17,0.0,9.0,0.0,1.07,6.81,0.9128671328671328,,,,1
2204,Ashley Underwood,25.0,Female,ME,Redemption Island,4.0,38.0,3.0,0.8333333333333334,1.0,1,18.0,22.0,0,2.64,11.02,0.24,11.0,3.0,99.0,13.0,0.84,3.38,,,,1.08,6.03,0.8820979020979021,,,,0
2205,Andrea Boehlke,21.0,Female,WI,Redemption Island,5.0,37.0,9.0,0.7777777777777778,1.0,3,18.0,22.0,0,2.14,10.02,0.21,7.0,9.0,90.0,11.0,0.63,1.37,,,,0.84,3.64,0.86,,,,0
2206,Mike Chiesl,31.0,Male,CA,Redemption Island,6.0,22.0,6.0,0.7222222222222222,1.0,1,18.0,22.0,0,1.88,5.52,0.34,4.0,6.0,53.0,6.0,0.65,1.87,,,,0.99,4.0,0.8980952380952381,,,,0
2207,Matt Elrod,22.0,Male,TN,Redemption Island,7.0,21.0,10.0,0.6666666666666667,1.0,1,18.0,22.0,1,3.5,5.74,0.61,1.0,10.0,27.0,3.0,0.21,0.67,,,,0.82,4.92,-1.0,,,,0
2208,Grant Mattos,29.0,Male,CA,Redemption Island,8.0,35.0,10.0,0.6111111111111112,1.0,1,18.0,22.0,0,2.64,9.52,0.28,9.0,10.0,90.0,11.0,0.81,1.64,,,,1.09,4.28,0.8327272727272728,,,,0
2209,Ralph Kiser,45.0,Male,VA,Redemption Island,9.0,30.0,10.0,0.5555555555555556,1.0,1,18.0,22.0,0,0.38,7.02,0.05,3.0,9.0,80.0,9.0,0.32,0.72,,,,0.37,1.22,0.8623015873015873,,,,0
2210,Steve Wright,51.0,Male,CA,Redemption Island,10.0,30.0,9.0,0.5,1.0,1,18.0,22.0,0,0.38,7.52,0.05,4.0,9.0,87.0,10.0,0.39,0.86,,,,0.44,1.24,0.9127777777777778,,,,0
2211,Julie Wolfe,50.0,Female,CA,Redemption Island,11.0,27.0,6.0,0.4444444444444444,1.0,1,18.0,22.0,0,0.38,5.52,0.07,3.0,6.0,72.0,8.0,0.36,1.05,,,,0.43,1.43,0.91,,,,0
2212,David Murphy,31.0,Male,CA,Redemption Island,12.0,24.0,8.0,0.3888888888888888,1.0,1,18.0,22.0,0,0.25,4.52,0.06,2.0,8.0,63.0,7.0,0.27,0.67,,,,0.32,0.92,0.7842857142857144,,,,0
2213,Sarita White,36.0,Female,CA,Redemption Island,13.0,18.0,6.0,0.33333333333333337,1.0,1,18.0,22.0,0,0.38,1.52,0.25,2.0,6.0,30.0,4.0,0.45,1.4,,,,0.7,1.78,0.8,,,,0
2214,Stephanie Valencia,26.0,Female,CA,Redemption Island,14.0,16.0,8.0,0.2777777777777778,1.0,1,18.0,22.0,0,0.38,1.36,0.28,0.0,8.0,24.0,3.0,-0.11,0.0,,,,0.17,0.38,-1.0,,,,0
2215,Krista Klumpp,25.0,Female,SC,Redemption Island,15.0,13.0,6.0,0.2222222222222222,1.0,1,18.0,22.0,0,0.24,1.19,0.2,0.0,6.0,17.0,2.0,-0.18,0.0,,,,0.02,0.24,-1.0,,,,0
2216,Kristina Kell,46.0,Female,CA,Redemption Island,16.0,11.0,9.0,0.16666666666666666,1.0,1,18.0,22.0,0,0.14,1.02,0.14,0.0,7.0,22.0,3.0,-0.11,0.0,,,,0.03,0.14,-1.0,,,,0
2217,Russell Hantz,37.0,Male,TX,Redemption Island,17.0,8.0,8.0,0.11111111111111116,3.0,3,18.0,22.0,0,0.24,0.88,0.27,0.0,3.0,9.0,1.0,-0.33,0.0,,,,-0.06,0.24,-1.0,,,,0
2218,Francesca Hogi,36.0,Female,DC,Redemption Island,18.0,3.0,4.0,0.05555555555555558,1.0,2,18.0,22.0,0,0.0,0.61,0.0,0.0,4.0,9.0,1.0,-0.44,0.0,,,,-0.44,0.0,-1.0,,,,0
2301,Sophie Clarke,22.0,Female,NY,South Pacific,1.0,39.0,5.0,1.0,1.0,1,18.0,23.0,1,3.55,10.98,0.32,11.0,5.0,101.0,13.0,0.84,2.63,6.0,9.0,0.67,1.83,10.18,0.666504329004329,,,,1
2302,Coach Wade,39.0,Male,CA,South Pacific,2.0,39.0,0.0,0.9444444444444444,3.0,3,18.0,23.0,1,1.55,11.48,0.13,13.0,0.0,101.0,13.0,1.0,7.0,3.0,9.0,0.33,1.47,10.55,0.6897727272727273,,,,1
2303,Albert Destrade,26.0,Male,FL,South Pacific,3.0,39.0,1.0,0.8888888888888888,1.0,1,18.0,23.0,1,1.55,10.98,0.14,11.0,1.0,101.0,13.0,0.85,4.74,0.0,9.0,0.0,0.99,6.28,0.6575757575757576,,,,1
2304,Ozzy Lusth,30.0,Male,CA,South Pacific,4.0,38.0,17.0,0.8333333333333334,3.0,4,18.0,23.0,1,5.93,8.48,0.7,2.0,17.0,62.0,8.0,0.22,0.33,,,,0.92,6.27,0.6171428571428571,,,,0
2305,Rick Nelson,51.0,Male,UT,South Pacific,5.0,37.0,15.0,0.7777777777777778,1.0,1,18.0,23.0,0,0.55,9.98,0.05,10.0,11.0,97.0,12.0,0.82,1.56,,,,0.88,2.1,0.6657196969696969,,,,0
2306,Brandon Hantz,19.0,Male,TX,South Pacific,6.0,35.0,4.0,0.7222222222222222,1.0,2,18.0,23.0,0,1.55,9.48,0.16,10.0,4.0,92.0,11.0,0.91,3.18,,,,1.07,4.73,0.6843614718614719,,,,0
2307,Edna Ma,35.0,Female,CA,South Pacific,7.0,32.0,15.0,0.6666666666666667,1.0,1,18.0,23.0,0,0.55,8.48,0.06,7.0,15.0,87.0,10.0,0.68,1.03,,,,0.75,1.58,0.6393398268398268,,,,0
2308,John Cochran,24.0,Male,DC,South Pacific,8.0,30.0,13.0,0.6111111111111112,1.0,2,18.0,23.0,0,0.43,7.48,0.06,9.0,13.0,87.0,10.0,0.89,1.48,,,,0.94,1.92,0.6614718614718614,,,,0
2309,Whitney Duncan,27.0,Female,TN,South Pacific,9.0,27.0,7.0,0.5555555555555556,1.0,1,18.0,23.0,0,1.68,6.48,0.26,4.0,7.0,80.0,9.0,0.43,1.13,,,,0.69,2.82,0.4328643578643579,,,,0
2310,Dawn Meehan,41.0,Female,UT,South Pacific,10.0,27.0,9.0,0.5,1.0,2,18.0,23.0,0,1.43,6.48,0.22,5.0,9.0,72.0,8.0,0.61,1.35,,,,0.83,2.78,0.4479076479076479,,,,0
2311,Keith Tollefson,26.0,Male,MN,South Pacific,11.0,21.0,12.0,0.4444444444444444,1.0,1,18.0,23.0,0,0.68,2.48,0.28,3.0,6.0,42.0,5.0,0.57,1.68,,,,0.85,2.36,0.8,,,,0
2312,Jim Rice,35.0,Male,CO,South Pacific,12.0,24.0,8.0,0.3888888888888888,1.0,1,18.0,23.0,0,1.43,4.48,0.32,3.0,8.0,63.0,7.0,0.41,1.0,,,,0.73,2.43,0.6092857142857143,,,,0
2313,Christine Shields Markoski,39.0,Female,NY,South Pacific,13.0,5.0,4.0,0.33333333333333337,1.0,1,18.0,23.0,0,2.61,3.24,0.81,0.0,4.0,9.0,1.0,-0.44,0.0,,,,0.36,2.61,-1.0,,,,0
2314,Mikayla Wingle,22.0,Female,FL,South Pacific,14.0,16.0,4.0,0.2777777777777778,1.0,1,18.0,23.0,0,0.38,1.31,0.29,2.0,4.0,24.0,3.0,0.61,2.33,,,,0.9,2.71,-1.0,,,,0
2315,Elyse Umemoto,27.0,Female,NV,South Pacific,15.0,14.0,3.0,0.2222222222222222,1.0,1,18.0,23.0,0,0.27,1.15,0.23,2.0,3.0,24.0,3.0,0.63,2.67,,,,0.86,2.93,-1.0,,,,0
2316,Stacey Powell,44.0,Female,TX,South Pacific,16.0,11.0,10.0,0.16666666666666666,1.0,1,18.0,23.0,0,0.24,1.0,0.24,0.0,10.0,17.0,2.0,-0.29,0.0,,,,-0.06,0.24,-1.0,,,,0
2317,Mark Caruso,48.0,Male,NY,South Pacific,17.0,8.0,6.0,0.11111111111111116,1.0,1,18.0,23.0,0,0.13,0.86,0.15,1.0,6.0,17.0,2.0,0.32,1.4,,,,0.47,1.53,-1.0,,,,0
2318,Semhar Tadesse,24.0,Female,CA,South Pacific,18.0,3.0,8.0,0.05555555555555558,1.0,1,18.0,23.0,0,0.0,0.61,0.0,0.0,8.0,9.0,1.0,-0.89,0.0,,,,-0.89,0.0,-1.0,,,,0
2401,Kim Spradlin,29.0,Female,TX,One World,1.0,39.0,3.0,1.0,1.0,1,18.0,24.0,1,6.08,13.81,0.44,9.0,3.0,80.0,10.0,0.9,3.6,7.0,9.0,0.78,2.11,14.35,0.6352182539682539,,,,1
2402,Sabrina Thompson,33.0,Female,NY,One World,2.0,39.0,2.0,0.9444444444444444,1.0,1,18.0,24.0,1,1.08,13.81,0.08,9.0,2.0,80.0,10.0,0.9,4.2,2.0,9.0,0.22,1.2,6.61,0.6556547619047619,,,,1
2403,Chelsea Meissner,26.0,Female,SC,One World,3.0,39.0,4.0,0.8888888888888888,1.0,1,18.0,24.0,1,3.05,13.81,0.22,9.0,4.0,80.0,10.0,0.9,3.15,0.0,9.0,0.0,1.12,6.2,0.6570436507936508,,,,1
2404,Christina Cha,29.0,Female,CA,One World,4.0,38.0,9.0,0.8333333333333334,1.0,1,18.0,24.0,0,0.8,13.81,0.06,5.0,9.0,87.0,11.0,0.45,0.98,,,,0.5,1.77,0.5308035714285715,,,,0
2405,Alicia Rosa,25.0,Female,IL,One World,5.0,37.0,5.0,0.7777777777777778,1.0,1,18.0,24.0,0,1.8,12.81,0.14,7.0,5.0,83.0,10.0,0.69,2.18,,,,0.83,3.97,0.643452380952381,,,,0
2406,Tarzan Smith,64.0,Male,TX,One World,6.0,36.0,12.0,0.7222222222222222,1.0,1,18.0,24.0,0,0.58,11.68,0.05,7.0,12.0,87.0,10.0,0.69,1.23,,,,0.74,1.8,0.5626623376623378,,,,0
2407,Kat Edorsson,22.0,Female,FL,One World,7.0,33.0,7.0,0.6666666666666667,1.0,2,18.0,24.0,0,2.08,9.81,0.21,5.0,7.0,65.0,7.0,0.7,1.82,,,,0.91,3.9,0.5901785714285714,,,,0
2408,Troyzan Robertson,50.0,Male,FL,One World,8.0,30.0,6.0,0.6111111111111112,1.0,2,18.0,24.0,0,3.32,7.81,0.43,4.0,4.0,67.0,7.0,0.56,2.0,,,,0.99,5.32,0.5138095238095239,,,,0
2409,Leif Manson,27.0,Male,CA,One World,9.0,27.0,5.0,0.5555555555555556,1.0,1,18.0,24.0,0,0.7,5.81,0.12,4.0,5.0,66.0,7.0,0.56,1.78,,,,0.68,2.48,0.43138528138528137,,,,0
2410,Jay Byars,25.0,Male,SC,One World,10.0,25.0,5.0,0.5,1.0,1,18.0,24.0,0,2.32,4.81,0.48,4.0,5.0,50.0,5.0,0.78,2.49,,,,1.26,4.81,0.675,,,,0
2411,Michael Jefferson,30.0,Male,WA,One World,11.0,22.0,9.0,0.4444444444444444,1.0,1,18.0,24.0,0,1.03,3.48,0.3,2.0,9.0,40.0,4.0,0.44,1.08,,,,0.74,2.11,0.5,,,,0
2412,Jonas Otsuji,37.0,Male,UT,One World,12.0,20.0,10.0,0.3888888888888888,1.0,1,18.0,24.0,0,0.36,2.41,0.15,3.0,10.0,36.0,4.0,0.68,1.5,,,,0.83,1.86,0.875,,,,0
2413,Colton Cumbie,21.0,Male,AL,One World,13.0,16.0,1.0,0.33333333333333337,1.0,2,18.0,24.0,1,0.5,1.24,0.41,3.0,1.0,24.0,3.0,0.69,1.91,,,,1.1,2.41,-1.0,,,,0
2414,Monica Culpepper,41.0,Female,FL,One World,14.0,14.0,5.0,0.2777777777777778,1.0,2,18.0,24.0,0,0.43,1.08,0.4,0.0,5.0,15.0,2.0,-0.17,0.0,,,,0.23,0.43,-1.0,,,,0
2415,Bill Posley,28.0,Male,CA,One World,15.0,11.0,8.0,0.2222222222222222,1.0,1,18.0,24.0,0,0.5,0.79,0.64,1.0,8.0,17.0,2.0,0.26,1.17,,,,0.9,1.67,-1.0,,,,0
2416,Matt Quinlan,33.0,Male,CA,One World,16.0,8.0,7.0,0.16666666666666666,1.0,1,18.0,24.0,0,0.36,0.65,0.56,0.0,7.0,9.0,1.0,-0.78,0.0,,,,-0.22,0.36,-1.0,,,,0
2417,Nina Acosta,51.0,Female,CA,One World,17.0,5.0,6.0,0.11111111111111116,1.0,1,18.0,24.0,0,0.0,0.36,0.0,0.0,6.0,8.0,1.0,-0.75,0.0,,,,-0.75,0.0,-1.0,,,,0
2418,Kourtney Moon,29.0,Female,TX,One World,18.0,3.0,0.0,0.05555555555555558,1.0,1,18.0,24.0,1,0.0,0.11,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,,,,-1.0,0.0,-1.0,,,,0
2501,Denise Stapley,41.0,Female,IA,Philippines,1.0,39.0,6.0,1.0,1.0,1,18.0,25.0,1,1.65,13.36,0.12,11.0,6.0,89.0,14.0,0.78,2.2,6.0,8.0,0.75,1.65,8.35,0.6832010582010581,,,,1
2502,Michael Skupin,50.0,Male,MI,Philippines,2.0,39.0,0.0,0.9444444444444444,2.0,2,18.0,25.0,1,4.05,13.36,0.3,6.0,0.0,60.0,8.0,0.75,5.25,1.0,8.0,0.13,1.18,10.05,0.6183673469387755,,,,1
2503,Lisa Whelchel,49.0,Female,TX,Philippines,3.0,39.0,0.0,0.8888888888888888,1.0,1,18.0,25.0,1,0.99,13.36,0.07,5.0,0.0,60.0,8.0,0.63,4.38,1.0,8.0,0.13,0.82,6.12,0.5863945578231292,,,,1
2504,Malcolm Freberg,25.0,Male,CA,Philippines,4.0,38.0,6.0,0.8333333333333334,1.0,3,18.0,25.0,0,5.21,13.36,0.39,9.0,6.0,78.0,12.0,0.74,2.1,,,,1.13,7.31,0.5805059523809524,,,,0
2505,Abi-Maria Gomes,32.0,Female,CA,Philippines,5.0,36.0,9.0,0.7777777777777778,1.0,2,18.0,25.0,0,1.48,11.36,0.13,2.0,6.0,56.0,7.0,0.27,0.8,,,,0.4,2.28,0.4435374149659864,,,,0
2506,Carter Williams,24.0,Male,KS,Philippines,6.0,33.0,5.0,0.7222222222222222,1.0,1,18.0,25.0,0,3.38,9.36,0.36,5.0,5.0,62.0,8.0,0.61,1.94,,,,0.98,5.33,0.5684523809523809,,,,0
2507,Jonathan Penner,50.0,Male,CA,Philippines,7.0,30.0,14.0,0.6666666666666667,3.0,3,18.0,25.0,0,2.33,7.36,0.32,4.0,9.0,56.0,7.0,0.55,1.23,,,,0.87,3.56,0.426530612244898,,,,0
2508,Pete Yurkowski,24.0,Male,NJ,Philippines,8.0,27.0,9.0,0.6111111111111112,1.0,1,18.0,25.0,0,1.5,6.36,0.24,2.0,9.0,38.0,4.0,0.44,1.08,,,,0.68,2.58,0.5,,,,0
2509,Artis Silvester,53.0,Male,LA,Philippines,9.0,25.0,5.0,0.5555555555555556,1.0,1,18.0,25.0,0,1.25,5.11,0.24,2.0,5.0,30.0,3.0,0.61,2.07,,,,0.86,3.33,-1.0,,,,0
2510,Jeff Kent,44.0,Male,TX,Philippines,10.0,22.0,5.0,0.5,1.0,1,18.0,25.0,0,0.88,3.86,0.23,3.0,5.0,32.0,4.0,0.71,2.33,,,,0.94,3.22,0.8333333333333334,,,,0
2511,RC Saint-Amour,27.0,Female,NY,Philippines,11.0,19.0,4.0,0.4444444444444444,1.0,1,18.0,25.0,0,0.92,2.66,0.35,0.0,4.0,11.0,1.0,-0.36,0.0,,,,-0.02,0.92,-1.0,,,,0
2512,Katie Hanson,22.0,Female,DE,Philippines,12.0,16.0,4.0,0.3888888888888888,1.0,1,18.0,25.0,0,0.27,1.66,0.16,1.0,4.0,11.0,2.0,0.32,1.75,,,,0.48,2.02,-1.0,,,,0
2513,Sarah Dawson,28.0,Female,MD,Philippines,13.0,13.0,5.0,0.33333333333333337,1.0,1,18.0,25.0,0,0.17,1.26,0.13,0.0,5.0,6.0,1.0,-0.83,0.0,,,,-0.7,0.17,-1.0,,,,0
2514,Dana Lambert,32.0,Female,NC,Philippines,14.0,12.0,0.0,0.2777777777777778,1.0,1,18.0,25.0,1,0.52,1.09,0.47,0.0,0.0,0.0,0.0,-1.0,0.0,,,,-0.53,0.52,-1.0,,,,0
2515,Russell Swan,45.0,Male,PA,Philippines,15.0,10.0,4.0,0.2222222222222222,2.0,2,18.0,25.0,0,0.0,0.95,0.0,3.0,4.0,18.0,4.0,0.69,2.63,,,,0.69,2.63,0.75,,,,0
2516,Angie Layton,20.0,Female,UT,Philippines,16.0,8.0,4.0,0.16666666666666666,1.0,1,18.0,25.0,0,0.0,0.62,0.0,2.0,4.0,15.0,3.0,0.58,2.33,,,,0.58,2.33,-1.0,,,,0
